,date,location,mintemp,maxtemp,rainfall,humidity9am,humidity3pm,pressure9am,pressure3pm,temp9am,temp3pm,raintomorrow_offset1day,labels
12368,2012-11-18,SydneyAirport,15.5,25.1,0.0,56.0,50.0,1012.9,1007.2,20.8,23.4,0,2
12369,2012-11-19,SydneyAirport,13.0,19.0,0.0,46.0,66.0,1014.3,1016.0,17.0,17.1,0,2
12370,2012-11-20,SydneyAirport,15.5,22.5,2.8,67.0,54.0,1022.4,1021.8,17.9,20.5,1,2
12371,2012-11-21,SydneyAirport,13.7,25.5,0.2,50.0,52.0,1018.0,1011.9,21.1,23.9,0,2
12372,2012-11-22,SydneyAirport,17.2,19.9,0.0,70.0,61.0,1017.0,1017.0,18.8,18.8,0,2
12373,2012-11-23,SydneyAirport,15.8,22.0,0.0,61.0,53.0,1020.5,1018.6,18.4,19.9,0,2
12374,2012-11-24,SydneyAirport,17.0,26.7,0.0,64.0,56.0,1018.8,1014.7,21.6,24.8,0,2
12375,2012-11-25,SydneyAirport,19.6,33.1,0.0,59.0,47.0,1013.9,1012.5,25.5,28.9,0,2
12376,2012-11-26,SydneyAirport,20.1,25.0,0.0,84.0,74.0,1016.0,1012.6,21.1,23.4,0,2
12377,2012-11-27,SydneyAirport,19.4,23.9,0.2,88.0,82.0,1014.2,1014.8,21.1,21.7,0,2
12378,2012-11-28,SydneyAirport,18.6,23.4,8.6,83.0,77.0,1018.3,1016.4,20.5,21.7,1,2
12379,2012-11-29,SydneyAirport,20.0,29.4,0.0,78.0,57.0,1016.4,1013.4,22.7,27.0,0,2
12380,2012-11-30,SydneyAirport,21.8,32.8,0.0,62.0,55.0,1013.3,1009.9,27.4,30.0,0,2
12381,2013-01-02,SydneyAirport,20.2,23.4,0.0,68.0,66.0,1014.1,1015.2,21.7,20.7,0,2
12382,2013-01-03,SydneyAirport,17.7,25.5,0.0,59.0,48.0,1018.9,1016.5,21.1,24.3,0,2
12383,2013-01-04,SydneyAirport,19.3,28.4,0.0,57.0,47.0,1016.7,1014.0,24.3,26.5,0,2
12384,2013-01-05,SydneyAirport,21.1,30.9,0.0,53.0,44.0,1016.0,1014.1,26.0,29.9,0,2
12385,2013-01-06,SydneyAirport,20.6,30.3,0.0,62.0,48.0,1021.2,1019.7,25.4,27.9,0,2
12386,2013-01-07,SydneyAirport,21.3,28.0,0.0,78.0,56.0,1022.6,1018.3,22.0,26.8,0,2
12387,2013-01-08,SydneyAirport,20.8,42.5,0.0,48.0,12.0,1005.8,998.8,27.7,40.6,0,2
12388,2013-01-09,SydneyAirport,20.2,23.5,0.0,72.0,42.0,999.6,1002.4,20.5,22.2,0,2
12389,2013-01-10,SydneyAirport,19.7,26.1,0.0,57.0,49.0,1009.8,1009.6,22.3,25.0,0,2
12390,2013-01-11,SydneyAirport,20.5,31.9,0.0,58.0,52.0,1010.2,1005.5,25.9,29.2,0,2
12391,2013-01-12,SydneyAirport,22.9,31.4,0.0,45.0,76.0,1005.7,1007.0,29.9,23.1,0,2
12392,2013-01-13,SydneyAirport,20.2,23.9,0.0,72.0,83.0,1011.5,1009.0,22.1,21.7,0,2
12393,2013-01-14,SydneyAirport,17.3,22.1,9.2,69.0,59.0,1015.4,1017.7,19.0,20.4,1,2
12394,2013-01-15,SydneyAirport,18.1,25.4,0.0,58.0,48.0,1019.5,1016.7,20.9,23.8,0,2
12395,2013-01-16,SydneyAirport,18.5,28.5,0.0,59.0,53.0,1014.6,1011.8,24.1,27.2,0,2
12396,2013-01-17,SydneyAirport,21.1,30.1,0.0,82.0,55.0,1012.6,1007.7,23.1,28.5,0,2
12397,2013-01-18,SydneyAirport,22.7,46.4,0.0,56.0,13.0,1002.7,997.5,29.3,44.9,0,2
12398,2013-01-19,SydneyAirport,21.2,23.4,1.4,71.0,74.0,1013.4,1014.0,21.7,20.4,1,2
12399,2013-01-20,SydneyAirport,19.8,24.2,0.2,65.0,53.0,1017.4,1016.2,22.3,23.6,0,2
12400,2013-01-21,SydneyAirport,18.9,28.3,1.0,80.0,49.0,1015.8,1013.2,23.1,26.3,0,2
12401,2013-01-22,SydneyAirport,21.5,32.2,0.0,60.0,57.0,1010.4,1007.2,26.7,27.7,0,2
12402,2013-01-23,SydneyAirport,20.8,23.3,0.2,81.0,72.0,1015.4,1015.6,21.4,22.5,0,2
12403,2013-01-24,SydneyAirport,20.6,27.5,0.2,81.0,77.0,1017.7,1015.6,21.8,24.6,0,2
12404,2013-01-25,SydneyAirport,21.6,31.2,0.0,63.0,56.0,1012.9,1010.4,27.1,29.3,0,2
12405,2013-01-26,SydneyAirport,23.8,31.1,0.0,71.0,60.0,1012.6,1010.8,26.5,29.2,0,2
12406,2013-01-27,SydneyAirport,20.2,23.4,13.4,90.0,86.0,1009.1,1009.3,21.3,21.9,1,2
12407,2013-01-28,SydneyAirport,20.7,24.1,16.2,87.0,93.0,1009.4,1008.5,23.3,21.9,1,2
12408,2013-01-29,SydneyAirport,19.4,26.3,104.6,90.0,80.0,1001.7,1005.0,23.0,21.7,1,2
12409,2013-01-30,SydneyAirport,20.2,26.6,0.6,76.0,58.0,1014.9,1014.1,21.3,25.4,0,2
12410,2013-01-31,SydneyAirport,21.1,30.5,0.0,64.0,56.0,1013.2,1008.1,26.0,28.6,0,2
12411,2013-03-02,SydneyAirport,17.7,23.5,13.6,71.0,70.0,1021.0,1020.9,19.3,20.2,1,2
12412,2013-03-03,SydneyAirport,16.9,26.1,2.0,58.0,54.0,1022.0,1020.7,22.7,24.2,1,2
12413,2013-03-04,SydneyAirport,19.4,26.5,1.6,53.0,50.0,1022.1,1021.0,23.7,24.8,1,2
12414,2013-03-05,SydneyAirport,20.0,28.8,0.0,68.0,49.0,1021.8,1020.0,23.0,25.2,0,2
12415,2013-03-06,SydneyAirport,19.8,28.7,0.0,72.0,46.0,1020.9,1018.1,22.8,28.0,0,2
12416,2013-03-07,SydneyAirport,19.8,29.1,0.0,61.0,43.0,1019.9,1017.2,23.9,28.5,0,2
12417,2013-03-08,SydneyAirport,20.1,27.9,0.0,55.0,57.0,1022.2,1020.4,25.1,25.8,0,2
12418,2013-03-09,SydneyAirport,21.3,29.2,0.0,63.0,45.0,1021.3,1018.9,24.8,27.4,0,2
12419,2013-03-10,SydneyAirport,19.8,29.2,0.0,64.0,39.0,1020.1,1017.3,23.9,28.3,0,2
12420,2013-03-11,SydneyAirport,21.0,27.8,0.2,83.0,57.0,1020.7,1019.5,22.8,26.3,0,2
12421,2013-03-12,SydneyAirport,21.2,27.9,0.0,81.0,43.0,1021.0,1018.3,21.8,26.3,0,2
12422,2013-03-13,SydneyAirport,19.1,29.4,0.0,63.0,44.0,1014.6,1010.6,23.8,28.7,0,2
12423,2013-03-14,SydneyAirport,20.9,23.3,0.0,77.0,77.0,1012.2,1011.4,22.2,22.7,0,2
12424,2013-03-15,SydneyAirport,19.9,23.8,2.2,81.0,74.0,1016.1,1015.7,21.1,22.2,1,2
12425,2013-03-16,SydneyAirport,20.5,29.5,0.0,67.0,59.0,1013.7,1008.7,23.8,27.0,0,2
12426,2013-03-17,SydneyAirport,18.8,21.7,0.8,50.0,48.0,1013.3,1015.4,19.5,21.3,0,2
12427,2013-03-18,SydneyAirport,13.7,22.2,0.0,58.0,54.0,1021.1,1020.4,17.5,20.7,0,2
12428,2013-03-19,SydneyAirport,14.0,24.2,0.0,60.0,41.0,1024.4,1023.1,17.8,23.1,0,2
12429,2013-03-20,SydneyAirport,16.0,26.0,1.6,70.0,48.0,1025.4,1022.2,19.5,24.9,1,2
12430,2013-03-21,SydneyAirport,18.5,27.9,0.0,61.0,41.0,1019.3,1014.1,21.7,27.5,0,2
12431,2013-03-22,SydneyAirport,21.5,33.6,0.0,50.0,34.0,1013.1,1010.8,26.3,33.2,0,2
12432,2013-03-23,SydneyAirport,20.8,27.2,4.2,87.0,67.0,1016.6,1014.0,23.0,24.3,1,2
12433,2013-03-24,SydneyAirport,20.8,30.7,0.0,80.0,47.0,1015.8,1011.0,23.3,29.5,0,2
12434,2013-03-25,SydneyAirport,18.6,25.8,0.0,55.0,71.0,1018.2,1017.7,21.8,24.8,0,2
12435,2013-03-26,SydneyAirport,21.4,29.1,0.0,73.0,60.0,1019.4,1016.2,23.0,27.8,0,2
12436,2013-03-27,SydneyAirport,21.4,30.3,0.0,70.0,57.0,1019.0,1015.4,25.1,28.4,0,2
12437,2013-03-28,SydneyAirport,21.5,34.9,0.0,66.0,34.0,1016.6,1011.9,25.3,31.6,0,2
12438,2013-03-29,SydneyAirport,16.9,20.8,4.8,58.0,54.0,1018.7,1017.8,18.3,19.6,1,2
12439,2013-03-30,SydneyAirport,15.0,25.2,0.0,57.0,43.0,1017.6,1012.8,19.0,24.0,0,2
12440,2013-03-31,SydneyAirport,17.9,24.8,0.0,69.0,45.0,1011.6,1011.1,18.7,23.3,0,2
12441,2013-04-01,SydneyAirport,17.1,23.4,4.4,87.0,67.0,1017.9,1015.4,18.2,22.6,1,2
12442,2013-04-02,SydneyAirport,16.3,24.4,0.0,58.0,56.0,1016.0,1013.9,18.8,23.0,0,2
12443,2013-04-03,SydneyAirport,16.2,19.5,21.2,96.0,72.0,1020.8,1021.6,17.1,19.2,1,2
12444,2013-04-04,SydneyAirport,15.5,21.4,41.4,87.0,91.0,1028.2,1027.8,17.6,17.7,1,2
12445,2013-04-05,SydneyAirport,16.0,22.6,13.2,74.0,65.0,1030.3,1028.4,18.9,21.1,1,2
12446,2013-04-06,SydneyAirport,16.3,22.0,8.6,91.0,79.0,1028.0,1025.2,17.0,18.3,1,2
12447,2013-04-07,SydneyAirport,14.4,23.2,2.8,68.0,61.0,1024.5,1021.4,20.0,22.2,1,2
12448,2013-04-08,SydneyAirport,14.7,23.6,0.0,65.0,61.0,1025.2,1024.0,20.4,22.5,0,2
12449,2013-04-09,SydneyAirport,15.4,21.7,1.6,90.0,72.0,1026.8,1024.3,17.2,19.8,1,2
12450,2013-04-10,SydneyAirport,14.8,25.4,2.6,64.0,54.0,1024.6,1021.1,20.1,23.3,1,2
12451,2013-04-11,SydneyAirport,15.4,26.8,0.0,65.0,38.0,1023.4,1021.4,20.5,25.3,0,2
12452,2013-04-12,SydneyAirport,16.1,26.1,0.0,72.0,42.0,1025.9,1022.6,20.8,24.4,0,2
12453,2013-04-13,SydneyAirport,15.9,26.5,0.0,61.0,47.0,1021.5,1016.1,21.6,25.2,0,2
12454,2013-04-14,SydneyAirport,16.0,28.6,0.0,59.0,43.0,1013.8,1010.6,21.5,26.9,0,2
12455,2013-04-15,SydneyAirport,17.0,27.3,0.0,62.0,54.0,1010.3,1007.4,20.3,25.2,0,2
12456,2013-04-16,SydneyAirport,16.8,20.3,11.6,90.0,77.0,1015.3,1013.6,17.1,19.4,1,2
12457,2013-04-17,SydneyAirport,13.8,21.1,0.0,71.0,68.0,1016.7,1014.1,19.0,20.6,0,2
12458,2013-04-18,SydneyAirport,15.6,23.2,11.2,68.0,74.0,1014.6,1012.6,20.3,19.5,1,2
12459,2013-04-19,SydneyAirport,13.4,19.0,0.4,54.0,44.0,1014.8,1012.9,15.9,18.2,0,2
12460,2013-04-20,SydneyAirport,12.4,18.8,38.6,94.0,57.0,1013.0,1014.0,15.5,18.7,1,2
12461,2013-04-21,SydneyAirport,10.7,19.2,3.0,67.0,60.0,1016.0,1012.6,15.6,18.5,1,2
12462,2013-04-22,SydneyAirport,13.9,25.1,0.4,72.0,46.0,1010.8,1006.9,16.7,22.4,0,2
12463,2013-04-23,SydneyAirport,12.6,24.7,0.0,49.0,48.0,1012.9,1011.9,17.6,21.3,0,2
12464,2013-04-24,SydneyAirport,12.2,22.9,0.0,50.0,37.0,1018.8,1015.9,17.1,20.7,0,2
12465,2013-04-25,SydneyAirport,12.8,22.5,0.0,44.0,46.0,1021.8,1019.4,16.2,20.1,0,2
12466,2013-04-26,SydneyAirport,11.8,26.6,0.0,47.0,30.0,1022.8,1019.0,18.8,26.4,0,2
12467,2013-04-27,SydneyAirport,13.8,26.3,0.0,50.0,41.0,1021.9,1017.3,20.4,24.6,0,2
12468,2013-04-28,SydneyAirport,14.0,29.3,0.0,50.0,20.0,1018.9,1015.7,20.4,28.9,0,2
12469,2013-04-29,SydneyAirport,14.7,23.5,0.0,72.0,71.0,1022.4,1020.9,19.9,22.7,0,2
12470,2013-04-30,SydneyAirport,18.8,20.5,0.0,85.0,78.0,1025.7,1022.4,18.9,19.9,0,2
12471,2013-05-01,SydneyAirport,16.2,24.4,0.0,79.0,79.0,1018.5,1014.4,19.6,20.8,0,2
12472,2013-05-02,SydneyAirport,13.8,18.0,0.0,50.0,61.0,1025.4,1025.1,15.9,17.8,0,2
12473,2013-05-03,SydneyAirport,11.1,23.5,0.0,58.0,41.0,1026.6,1020.2,17.0,21.9,0,2
12474,2013-05-04,SydneyAirport,12.9,25.1,0.0,47.0,68.0,1017.7,1018.7,17.7,19.0,0,2
12475,2013-05-05,SydneyAirport,12.6,18.1,0.0,58.0,42.0,1025.2,1022.3,15.0,17.8,0,2
12476,2013-05-06,SydneyAirport,10.3,17.7,0.0,68.0,69.0,1026.6,1024.6,16.0,17.0,0,2
12477,2013-05-07,SydneyAirport,11.4,20.0,0.0,76.0,56.0,1028.7,1027.2,17.0,19.7,0,2
12478,2013-05-08,SydneyAirport,12.4,22.6,0.0,70.0,43.0,1031.1,1027.9,17.2,21.9,0,2
12479,2013-05-09,SydneyAirport,12.3,24.1,0.0,65.0,47.0,1030.8,1027.1,17.1,23.0,0,2
12480,2013-05-10,SydneyAirport,12.2,20.9,0.0,62.0,74.0,1030.8,1028.5,16.2,20.0,0,2
12481,2013-05-11,SydneyAirport,12.8,21.8,0.0,74.0,67.0,1030.3,1027.4,17.7,20.9,0,2
12482,2013-05-12,SydneyAirport,13.4,22.9,0.0,96.0,49.0,1027.2,1022.5,15.4,22.5,0,2
12483,2013-05-13,SydneyAirport,13.8,24.2,0.0,73.0,72.0,1018.9,1014.0,16.3,20.2,0,2
12484,2013-05-14,SydneyAirport,13.2,19.3,0.2,58.0,44.0,1014.0,1011.4,13.3,17.4,0,2
12485,2013-05-15,SydneyAirport,8.9,21.7,0.0,46.0,27.0,1013.3,1009.5,15.1,21.4,0,2
12486,2013-05-16,SydneyAirport,13.6,21.8,0.0,41.0,31.0,1010.1,1007.5,18.6,19.8,0,2
12487,2013-05-17,SydneyAirport,11.5,19.8,0.0,43.0,32.0,1012.0,1010.7,15.5,18.4,0,2
12488,2013-05-18,SydneyAirport,9.2,20.1,0.0,46.0,30.0,1014.7,1012.0,14.3,18.7,0,2
12489,2013-05-19,SydneyAirport,8.4,20.0,0.0,46.0,28.0,1016.8,1014.2,12.9,18.5,0,2
12490,2013-05-20,SydneyAirport,9.2,20.2,0.0,53.0,35.0,1018.5,1014.9,12.3,19.0,0,2
12491,2013-05-21,SydneyAirport,9.1,22.7,0.0,43.0,61.0,1015.4,1013.1,16.7,18.9,0,2
12492,2013-05-22,SydneyAirport,8.8,17.2,0.0,62.0,87.0,1014.9,1010.3,13.0,13.5,0,2
12493,2013-05-23,SydneyAirport,10.7,19.0,38.4,82.0,55.0,1013.8,1012.9,15.4,18.8,1,2
12494,2013-05-24,SydneyAirport,13.3,20.0,8.2,83.0,77.0,1018.9,1018.1,15.3,16.8,1,2
12495,2013-05-25,SydneyAirport,10.7,18.6,9.0,69.0,60.0,1023.7,1022.3,14.6,17.6,1,2
12496,2013-05-26,SydneyAirport,8.6,20.2,0.0,54.0,62.0,1025.5,1023.0,13.1,18.5,0,2
12497,2013-05-27,SydneyAirport,10.9,18.0,0.2,68.0,67.0,1029.3,1028.3,13.8,17.5,0,2
12498,2013-05-28,SydneyAirport,12.5,20.6,6.2,92.0,68.0,1032.9,1030.1,14.3,18.2,1,2
12499,2013-05-29,SydneyAirport,11.7,22.9,0.0,91.0,52.0,1031.4,1027.7,13.5,22.2,0,2
12500,2013-05-30,SydneyAirport,11.7,22.8,0.0,79.0,55.0,1029.3,1025.6,14.5,22.0,0,2
12501,2013-05-31,SydneyAirport,11.9,25.0,0.0,73.0,35.0,1028.1,1023.7,16.2,24.3,0,2
12502,2013-06-01,SydneyAirport,13.2,23.2,0.0,52.0,57.0,1019.0,1013.7,20.1,21.1,0,2
12503,2013-06-02,SydneyAirport,14.5,17.0,14.8,96.0,60.0,1005.5,1009.7,14.9,15.5,1,2
12504,2013-06-03,SydneyAirport,10.0,17.8,16.6,53.0,49.0,1020.5,1018.8,12.3,16.9,1,2
12505,2013-06-04,SydneyAirport,10.6,19.0,0.0,53.0,65.0,1026.1,1023.8,14.3,18.0,0,2
12506,2013-06-05,SydneyAirport,10.4,20.6,0.0,79.0,64.0,1026.0,1021.3,12.3,18.9,0,2
12507,2013-06-06,SydneyAirport,12.1,21.8,0.0,57.0,49.0,1022.8,1019.9,16.3,20.5,0,2
12508,2013-06-07,SydneyAirport,15.8,23.7,0.0,63.0,60.0,1019.6,1018.5,19.6,19.9,0,2
12509,2013-06-08,SydneyAirport,14.3,17.6,0.0,64.0,66.0,1030.6,1028.7,16.1,16.4,0,2
12510,2013-06-09,SydneyAirport,11.1,20.5,0.0,66.0,58.0,1028.6,1024.0,14.5,18.7,0,2
12511,2013-06-10,SydneyAirport,10.1,21.7,0.0,81.0,71.0,1021.5,1018.5,12.6,18.4,0,2
12512,2013-06-11,SydneyAirport,9.5,20.6,0.8,76.0,45.0,1020.9,1017.4,13.1,19.3,0,2
12513,2013-06-12,SydneyAirport,10.0,16.2,0.0,71.0,86.0,1015.1,1009.6,13.2,16.0,0,2
12514,2013-06-13,SydneyAirport,10.9,21.6,6.2,74.0,34.0,1006.9,1004.0,15.2,20.6,1,2
12515,2013-06-14,SydneyAirport,10.1,20.8,0.2,55.0,41.0,1005.1,1003.0,15.5,18.7,0,2
12516,2013-06-15,SydneyAirport,12.7,17.8,0.0,52.0,49.0,1010.0,1009.9,14.3,17.4,0,2
12517,2013-06-16,SydneyAirport,9.5,16.9,0.0,52.0,54.0,1014.5,1011.6,12.6,15.9,0,2
12518,2013-06-17,SydneyAirport,8.3,16.4,0.0,57.0,56.0,1009.5,1008.4,12.7,16.3,0,2
12519,2013-06-18,SydneyAirport,8.6,17.0,0.0,61.0,60.0,1013.4,1012.2,12.2,15.8,0,2
12520,2013-06-19,SydneyAirport,9.3,15.0,12.2,73.0,85.0,1021.7,1021.4,12.5,12.7,1,2
12521,2013-06-20,SydneyAirport,8.6,15.1,2.6,63.0,66.0,1024.1,1021.1,11.9,14.2,1,2
12522,2013-06-21,SydneyAirport,8.2,15.7,0.0,69.0,65.0,1021.5,1019.2,10.9,14.7,0,2
12523,2013-06-22,SydneyAirport,7.6,14.5,2.8,90.0,89.0,1024.8,1024.4,7.7,10.7,1,2
12524,2013-06-23,SydneyAirport,7.7,14.7,56.8,90.0,94.0,1028.4,1026.9,11.9,12.3,1,2
12525,2013-06-24,SydneyAirport,9.7,15.0,50.0,81.0,67.0,1021.6,1017.7,11.9,14.5,1,2
12526,2013-06-25,SydneyAirport,10.1,17.5,17.2,95.0,78.0,1016.2,1014.9,11.5,14.3,1,2
12527,2013-06-26,SydneyAirport,11.1,19.6,9.2,81.0,81.0,1019.9,1020.2,16.0,15.8,1,2
12528,2013-06-27,SydneyAirport,13.7,19.5,3.6,80.0,60.0,1022.7,1020.7,16.4,17.5,1,2
12529,2013-06-28,SydneyAirport,13.0,16.5,26.2,92.0,81.0,1023.6,1022.5,14.6,16.2,1,2
12530,2013-06-29,SydneyAirport,12.8,15.6,27.2,85.0,80.0,1024.9,1022.9,14.2,13.9,1,2
12531,2013-06-30,SydneyAirport,11.8,15.7,59.2,93.0,88.0,1025.8,1023.5,12.5,15.0,1,2
12532,2013-07-01,SydneyAirport,8.7,18.7,6.8,70.0,58.0,1024.2,1021.7,13.3,17.9,1,2
12533,2013-07-02,SydneyAirport,8.7,20.1,0.0,63.0,39.0,1024.6,1020.7,12.8,19.3,0,2
12534,2013-07-03,SydneyAirport,8.1,19.7,0.0,68.0,48.0,1024.2,1020.6,11.2,18.7,0,2
12535,2013-07-04,SydneyAirport,7.2,24.2,0.0,63.0,27.0,1016.1,1011.2,12.9,23.7,0,2
12536,2013-07-05,SydneyAirport,12.8,20.8,0.0,33.0,22.0,1010.7,1010.7,18.0,19.7,0,2
12537,2013-07-06,SydneyAirport,7.4,18.5,0.0,40.0,24.0,1019.9,1018.0,12.2,18.2,0,2
12538,2013-07-07,SydneyAirport,5.2,19.1,0.0,54.0,34.0,1026.9,1025.5,10.8,17.6,0,2
12539,2013-07-08,SydneyAirport,6.5,18.6,0.0,61.0,45.0,1031.7,1029.9,11.0,16.1,0,2
12540,2013-07-09,SydneyAirport,9.3,13.7,2.2,76.0,86.0,1035.2,1033.8,10.5,11.7,1,2
12541,2013-07-10,SydneyAirport,8.9,15.6,9.4,78.0,73.0,1033.5,1031.6,11.1,14.9,1,2
12542,2013-07-11,SydneyAirport,8.0,17.3,0.0,73.0,63.0,1035.2,1032.2,11.6,16.2,0,2
12543,2013-07-12,SydneyAirport,8.2,20.8,0.0,76.0,42.0,1031.1,1026.9,10.9,20.1,0,2
12544,2013-07-13,SydneyAirport,7.9,17.8,0.0,66.0,69.0,1029.2,1027.3,12.3,16.2,0,2
12545,2013-07-14,SydneyAirport,8.3,19.4,0.0,71.0,52.0,1028.4,1025.2,12.5,18.3,0,2
12546,2013-07-15,SydneyAirport,12.3,21.5,0.4,73.0,51.0,1024.5,1021.7,16.3,20.3,0,2
12547,2013-07-16,SydneyAirport,13.8,21.6,0.6,86.0,64.0,1024.6,1021.9,14.7,19.9,0,2
12548,2013-07-17,SydneyAirport,12.7,22.4,1.2,72.0,55.0,1023.7,1020.4,17.2,21.3,1,2
12549,2013-07-18,SydneyAirport,12.8,23.3,0.0,75.0,66.0,1022.8,1019.0,16.0,20.1,0,2
12550,2013-07-19,SydneyAirport,14.7,22.3,0.0,54.0,66.0,1015.3,1011.4,19.8,18.9,0,2
12551,2013-07-20,SydneyAirport,12.9,22.0,1.2,54.0,30.0,1009.2,1005.0,17.8,19.6,1,2
12552,2013-07-21,SydneyAirport,8.5,17.1,0.2,36.0,18.0,1015.7,1013.0,11.8,16.6,0,2
12553,2013-07-22,SydneyAirport,6.8,18.5,0.0,49.0,19.0,1019.6,1016.2,11.6,17.8,0,2
12554,2013-07-23,SydneyAirport,7.1,17.5,0.0,50.0,42.0,1019.9,1018.5,11.9,15.8,0,2
12555,2013-07-24,SydneyAirport,10.4,16.1,0.0,55.0,54.0,1026.3,1026.4,14.1,15.1,0,2
12556,2013-07-25,SydneyAirport,7.1,19.3,0.0,52.0,30.0,1029.7,1026.5,12.5,19.1,0,2
12557,2013-07-26,SydneyAirport,7.8,20.9,0.0,61.0,29.0,1025.7,1023.1,11.4,18.7,0,2
12558,2013-07-27,SydneyAirport,6.9,19.8,0.0,54.0,45.0,1030.8,1028.0,11.4,19.1,0,2
12559,2013-07-28,SydneyAirport,7.9,20.1,0.0,71.0,47.0,1029.8,1025.5,11.8,19.6,0,2
12560,2013-07-29,SydneyAirport,10.2,23.5,0.0,55.0,35.0,1025.1,1020.6,16.8,22.4,0,2
12561,2013-07-30,SydneyAirport,10.8,20.1,0.0,56.0,50.0,1019.6,1017.8,15.6,19.3,0,2
12562,2013-07-31,SydneyAirport,12.6,16.0,10.4,82.0,71.0,1023.8,1022.6,14.0,15.4,1,2
12563,2013-08-01,SydneyAirport,7.9,17.6,0.0,59.0,54.0,1023.2,1020.1,12.8,17.0,0,2
12564,2013-08-02,SydneyAirport,8.6,21.3,0.0,71.0,26.0,1018.1,1012.6,11.9,20.6,0,2
12565,2013-08-03,SydneyAirport,11.3,19.5,0.0,47.0,24.0,1016.0,1012.1,13.6,19.1,0,2
12566,2013-08-04,SydneyAirport,11.0,19.8,0.0,44.0,27.0,1013.7,1012.4,15.0,18.0,0,2
12567,2013-08-05,SydneyAirport,8.9,21.5,0.0,38.0,29.0,1017.4,1013.5,15.7,20.1,0,2
12568,2013-08-06,SydneyAirport,11.5,24.5,0.0,36.0,22.0,1011.7,1007.9,17.2,22.6,0,2
12569,2013-08-07,SydneyAirport,10.6,17.3,0.6,52.0,44.0,1013.6,1009.3,13.1,16.4,0,2
12570,2013-08-08,SydneyAirport,9.7,13.3,10.0,88.0,85.0,1008.4,1009.9,9.7,11.8,1,2
12571,2013-08-09,SydneyAirport,7.7,19.0,5.0,54.0,31.0,1018.8,1013.9,12.1,18.5,1,2
12572,2013-08-10,SydneyAirport,10.7,23.8,0.0,40.0,26.0,1015.9,1013.2,15.1,23.7,0,2
12573,2013-08-11,SydneyAirport,8.8,22.3,0.0,50.0,19.0,1018.1,1013.4,14.6,20.9,0,2
12574,2013-08-12,SydneyAirport,11.0,26.6,0.0,39.0,33.0,1005.8,1004.1,19.1,19.7,0,2
12575,2013-08-13,SydneyAirport,8.3,22.6,0.0,25.0,21.0,1013.5,1012.1,16.4,22.0,0,2
12576,2013-08-14,SydneyAirport,11.6,24.7,0.0,28.0,15.0,1013.3,1007.4,17.8,23.6,0,2
12577,2013-08-15,SydneyAirport,10.2,16.6,0.0,37.0,37.0,1018.9,1019.7,12.7,15.6,0,2
12578,2013-08-16,SydneyAirport,7.2,21.7,0.0,51.0,28.0,1023.7,1016.6,12.4,20.3,0,2
12579,2013-08-17,SydneyAirport,12.0,25.5,0.0,31.0,27.0,1009.7,1006.7,19.1,23.2,0,2
12580,2013-08-18,SydneyAirport,8.8,23.5,0.0,29.0,20.0,1016.6,1011.5,17.5,23.4,0,2
12581,2013-08-19,SydneyAirport,12.8,22.2,0.0,24.0,18.0,1009.4,1007.0,18.5,19.8,0,2
12582,2013-08-20,SydneyAirport,7.4,16.8,0.0,40.0,21.0,1013.7,1012.2,11.0,14.9,0,2
12583,2013-08-21,SydneyAirport,6.8,18.0,0.0,45.0,30.0,1016.3,1013.5,12.2,15.7,0,2
12584,2013-08-22,SydneyAirport,6.6,19.4,0.0,40.0,26.0,1013.8,1010.0,12.7,17.5,0,2
12585,2013-08-23,SydneyAirport,10.8,19.9,0.0,38.0,33.0,1009.9,1008.7,16.9,18.2,0,2
12586,2013-08-24,SydneyAirport,13.2,20.2,0.0,46.0,47.0,1019.8,1020.1,16.8,18.7,0,2
12587,2013-08-25,SydneyAirport,9.9,23.0,0.0,56.0,40.0,1024.0,1020.0,14.2,21.3,0,2
12588,2013-08-26,SydneyAirport,12.0,22.1,0.0,51.0,47.0,1024.5,1020.3,14.4,19.5,0,2
12589,2013-08-27,SydneyAirport,12.1,19.8,0.0,47.0,76.0,1021.8,1018.6,16.7,18.1,0,2
12590,2013-08-28,SydneyAirport,11.7,20.8,0.0,58.0,54.0,1021.3,1020.3,16.5,18.4,0,2
12591,2013-08-29,SydneyAirport,11.5,22.8,0.0,69.0,50.0,1024.3,1019.3,15.7,21.1,0,2
12592,2013-08-30,SydneyAirport,15.3,27.4,0.0,40.0,43.0,1014.6,1011.0,22.4,25.1,0,2
12593,2013-08-31,SydneyAirport,14.9,23.3,0.0,52.0,42.0,1021.3,1020.1,17.5,21.3,0,2
12594,2013-09-01,SydneyAirport,11.3,23.9,0.0,47.0,41.0,1028.5,1026.4,17.4,22.3,0,2
12595,2013-09-02,SydneyAirport,12.2,24.4,0.0,61.0,35.0,1031.2,1028.9,17.4,22.0,0,2
12596,2013-09-03,SydneyAirport,11.9,23.6,0.0,58.0,44.0,1034.0,1031.2,18.6,21.9,0,2
12597,2013-09-04,SydneyAirport,12.9,23.7,0.0,59.0,35.0,1033.5,1028.4,19.1,22.0,0,2
12598,2013-09-05,SydneyAirport,12.3,29.9,0.0,58.0,25.0,1027.3,1022.8,18.6,29.2,0,2
12599,2013-09-06,SydneyAirport,16.6,22.6,0.0,82.0,65.0,1027.1,1023.1,18.8,22.0,0,2
